DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
221714283,10/03/2022 12:00:00 AM,10/03/2022 12:00:00 AM,1300,17,Devonshire,1747,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0448 0421 0416,63,F,B,707,GARAGE/CARPORT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,16800    KINGSBURY                    ST,,34.2631,-118.4979
221320751,11/11/2022 12:00:00 AM,11/06/2022 12:00:00 AM,0321,13,Newton,1372,1,648,ARSON,1501,28,F,B,501,SINGLE FAMILY DWELLING,506,FIRE,IC,Invest Cont,648,,,,300 E  56TH                         ST,,33.9916,-118.2701
221404141,01/02/2022 12:00:00 AM,01/01/2022 12:00:00 AM,1435,14,Pacific,1443,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,24,F,W,101,STREET,,,IC,Invest Cont,745,,,,800    COEUR D ALENE                AV,,33.9897,-118.4537
220916410,11/21/2022 12:00:00 AM,11/21/2022 12:00:00 AM,1205,09,Van Nuys,0914,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 1420 0378,28,M,H,402,MARKET,,,AA,Adult Arrest,442,,,,7100 N  SEPULVEDA                    BL,,34.1993,-118.4662
220516292,11/24/2022 12:00:00 AM,11/23/2022 12:00:00 AM,0900,05,Harbor,0529,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,700 E  D                            ST,,33.7746,-118.2542
221713602,06/22/2022 12:00:00 AM,06/21/2022 12:00:00 AM,2300,17,Devonshire,1762,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,X,X,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,740,,,,20600    PLUMMER                      ST,,34.2465,-118.5841
220309929,04/30/2022 12:00:00 AM,02/02/2022 12:00:00 AM,2050,03,Southwest,0358,2,354,THEFT OF IDENTITY,1822 0100 0922,20,M,C,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,800 W  JEFFERSON                    BL,,34.0236,-118.2841
220704490,01/14/2022 12:00:00 AM,01/10/2022 12:00:00 AM,0403,07,Wilshire,0701,1,480,BIKE - STOLEN,0344,44,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,480,,,,700 N  ALFRED                       ST,,34.0836,-118.3753
221805744,02/08/2022 12:00:00 AM,02/06/2022 12:00:00 AM,1200,18,Southeast,1844,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,600 E  109TH                        ST,,33.9373,-118.2652
220911724,07/22/2022 12:00:00 AM,07/21/2022 12:00:00 AM,2315,09,Van Nuys,0963,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,42,F,O,504,OTHER RESIDENCE,,,IC,Invest Cont,740,,,,4900    KESTER                       AV,,34.1594,-118.4574
